label,prepro
0.0,mcdonald excel friendly service inexpensive good quality food franchise staff efficient distant surly meal time food cold eat problem group loud rude teenager hang back long banquette miss leave wood lath poke unfortunate franchise perfect location shine
0.0,hello hope email find inform staff need engage coach lack attention female need use restroom multiple attempt utilize ignore female give puzzled look not open go seek attention staff rudely state bathroom available ask say ask cause unusable feel discriminate add urgency issue ask management request inside bathroom long time customer suggest client base loyal address issue leave bad image franchise leave feel not way s bowl movement thank time hope matter address time pass store try obtain picture staff reluctant assist good regard jj
0.0,hour centeral location homeless people feel bad place discoste live inside use free bathroom smell bad place homelss demand u buy food management week police homeless druge dealrs
0.0,fixture washington ave year look like clientele mcdonald good bad beggar seat doorway sign point like go mcdonald nyc rush hour spot
0.0,busy machine don
1.0,service slow good salty
1.0,actually working mcflurry machine food good
1.0,get to love pay food employee act like favor ask coffee hand time like m ask free smh not ask condiment like salt jelly annoy nasty attitude sad rotten employee spoil rest environment
0.0,terrible service curbside pickup mobile order wait nearly half hour staff walk say park minute curbside pickup explain show receipt curbside pickup look proceed tell wrong terrible service
0.0,restaurant dirty order incomplete daughter sad not receive happy meal toy additionally eat fast possible homeless intimidate guest employee not feel insecure eat
0.0,cashier refuse sale location credit card machine work register cashier refuse open use guy register like cashier determinate eat shame
1.0,quick service line people breakfast atmosphere well people ask money inside outside stablisment
0.0,bad mcdonald tothe fry look like heat servednot cool throughlysuper lazy peopleand lot attitudedo
0.0,location happy meal year old high price normal city drunk people sit restaurant ask money son feel bad look homeless help guy intoxicate make mess polite need clean scare kid make uncomfortable ve happen visit location
0.0,interest location testing food
0.0,place racist want food fresh worker rude customer problem food tell leave don come work manager
0.0,wait min order ready m like min hear order call guy say call order like not job right want lie face
1.0,list open hour arrive friday tell closed open pass thursday close definitely hour d nice post hour door
0.0,bad mcdonald ve people speak english good majority try answer question walk away ignore open hour lie say confirm company true close say not open till door say open hour s lie knock door ignore ignorant mcdonald employee encounter
1.0,busy especially pick window
1.0,pretty funny miami guava paste cheese pieat mcdonald m use apple pie mcdonald midw
0.0,minus star manager totally shocking staff double check united states serve girl treat people unwanted guest house serve people fight customer send police time daily slow service bad manner feel like kid get food angry mother cursing whisper not understand spanish totally crazy
0.0,bad experience bad grade s game ordering machine issue ticket justify order especially payment
0.0,order uber eat different delivery person take order cancel food ready finish order wait hour highly unacceptable poor service location place expect well mcdonald
0.0,absolutely pause bad excuse mcdonald ve see coffee chicken sandwich restroom seat dirty rude people wear mcdonald uniformnormally title employeeworker suggest earn wage
0.0,poor mcdonald service fast normally order wrong not friendly new york restaurant
0.0,table dirty bathroom gross pair dirty sock floor food good need improve cleanliness restaurant
0.0,come miami vacation want quick take forever food din area filthy pm go order cashier rude unprofessional deny service say close couldn anymore order understand outside inside expend money w
0.0,feel bad writing review worker confused lady minute spend location stand soda machine daze not give drink like find purpose food come cold exception fry manager look frustrated hesitate return order terrible
0.0,restroom employee use customer not legal operate restroom employee rude ignore ask ketchup
0.0,service horrible order kiosk wait minute line pay person employee rude customer food fresh fresh mcdonald
1.0,good place cheap breakfast miami
1.0,store busy customer not like way greet customer way talk individual busy not excuse bad service food great usual service get to improve mile cleanliness issue napkin pretty place guess clean evening business priority mc believe
1.0,shock center tourist attraction restaurant x price tax add gratuity mcdonald price like one home dollar menu good food got to em prop triple pricing rip tourist weird triple cheeseburger
